,,,
EBS Volume,REGION :eu-west-1
VolumeId,Status,InstanceId,AttachTime,Size,Encryption_State
vol-062faf7c832e9407c,available,N/A,N/A,40,False
vol-0437851b2bba98d19,available,N/A,N/A,6,False
vol-08989e4b64ac723cd,available,N/A,N/A,40,False
vol-097aa89b1c41b213f,available,N/A,N/A,40,False
vol-07457de9e060aeaa0,available,N/A,N/A,6,False
vol-0e14b37c1d02fb6f0,available,N/A,N/A,6,False
vol-03184a8e8e3a7200d,available,N/A,N/A,6,False
vol-07bd23db4cd84150e,available,N/A,N/A,6,False
vol-034f3587033dd0ef2,available,N/A,N/A,40,False
vol-0754ad1d284eb6f8f,available,N/A,N/A,40,False
vol-04d3a8425ee59f6d2,available,N/A,N/A,6,False
vol-0961715015d28415b,available,N/A,N/A,6,False
vol-01e5eb2b34a680f20,available,N/A,N/A,40,False
vol-0739d4b7ca7322b81,available,N/A,N/A,6,False
vol-0074a0fffdaae9d3a,available,N/A,N/A,40,False
vol-0c114e1c394c66adb,available,N/A,N/A,40,False
vol-0b1cc1255e86a2c42,available,N/A,N/A,40,False
vol-04f74ec5886da16c2,available,N/A,N/A,6,False
vol-0f13a3ff142f2a5f6,available,N/A,N/A,6,False
vol-0bd1f2605a2dfe426,available,N/A,N/A,40,False
vol-0806ff5c2c73cea26,available,N/A,N/A,6,False
vol-093f537cf7b507fac,available,N/A,N/A,6,False
vol-02e1bad34b3659038,available,N/A,N/A,40,False
vol-0aaff6087c60637f2,available,N/A,N/A,6,False
vol-0f48766c05101ecec,available,N/A,N/A,6,False
vol-046da24ca2d923cb6,available,N/A,N/A,6,False
vol-09d223c1d529a5503,available,N/A,N/A,40,False
vol-0e9c3f728dab043f4,available,N/A,N/A,40,False
vol-02324d7cbbb3e9be7,available,N/A,N/A,40,False
vol-035b98fef5f154b17,available,N/A,N/A,6,False
vol-03cb0d0e0c7793e29,available,N/A,N/A,40,False
vol-06fb2e6df87e8080f,available,N/A,N/A,6,False
vol-0a5a88cbeb9938960,available,N/A,N/A,40,False
vol-09a93aca5182e5572,available,N/A,N/A,40,False
vol-054382ec835b2f350,available,N/A,N/A,6,False
vol-0e1b7fb81a76be40c,available,N/A,N/A,40,False
vol-0fdb62a1bfe75be29,available,N/A,N/A,6,False
vol-02a2406643cccc7de,available,N/A,N/A,40,False
vol-07f5fb003a9feb53e,available,N/A,N/A,6,False
vol-0a8b802d1b56c11ff,available,N/A,N/A,40,False
vol-0230374412f72e80d,available,N/A,N/A,6,False
vol-05c6eb2ab20726a53,available,N/A,N/A,6,False
vol-0a7fb83e2ee57acb4,available,N/A,N/A,6,False
vol-0d6cf6f4f66b40ffd,available,N/A,N/A,40,False
vol-0fb1b18821473144b,available,N/A,N/A,6,False
vol-0f0b7190a570ca8e7,available,N/A,N/A,40,False
vol-0be0c0621c193e4ec,available,N/A,N/A,40,False
vol-065ec082296463829,available,N/A,N/A,20,False
vol-0394c8e4ac7be9837,available,N/A,N/A,20,False
vol-053d5f4bdf7c6b98f,available,N/A,N/A,20,False
vol-0ffd7ce17bc09d1b5,available,N/A,N/A,20,False
vol-04d5477456c519302,available,N/A,N/A,8,False
vol-0dc6c6e1532af189a,available,N/A,N/A,8,False
vol-0c193acafdbf57c2a,available,N/A,N/A,8,False
vol-0ef35278f6d13d656,available,N/A,N/A,8,False
vol-06459e13477003c6c,available,N/A,N/A,20,False
vol-084d6e0c9575601ae,available,N/A,N/A,20,False
vol-07c396dfa8a5fc9b1,in-use,i-04917470a2cff57f3,2018-10-04 11:48:04+00:00,20,False
vol-081eef0cd5b4e3d5f,in-use,i-03d87dbc1dcfaa255,2018-10-04 11:48:05+00:00,20,False
vol-0ca5ed05a3ac40925,in-use,i-0ace39b8540a91505,2018-10-04 11:48:05+00:00,20,False
vol-0081d93fe2baf6de3,in-use,i-0e06f4978595661c0,2018-10-04 11:48:07+00:00,20,False
vol-08a9532e2544831d8,available,N/A,N/A,6,False
vol-068eedd163b64771f,available,N/A,N/A,40,False
vol-0c23c35c3cf849699,available,N/A,N/A,40,False
vol-0f1af3af5c90fe7eb,available,N/A,N/A,6,False
vol-0f371a23d9684a7bc,in-use,i-02996a84e6864dbf9,2018-10-15 12:12:52+00:00,20,False
vol-0a9b4a619f735b6df,in-use,i-0f353747d0d780af7,2018-10-15 12:12:51+00:00,20,False
vol-03d020bd6f84f8997,in-use,i-09bc91604d9275def,2018-10-15 12:12:52+00:00,20,False
vol-07ea91a798ecfcc19,in-use,i-054cc33450780911a,2018-10-15 12:12:51+00:00,20,False
