"Resource type","Region","ID","tag:Name","tag:aws:cloudformation:stack-id","tag:aws:cloudformation:logical-id","tag:aws:cloudformation:stack-name","tag:Application owner","tag:Creation Date","tag:cpm backup","tag:Environment ","tag:Business Owner","tag:Create Date","tag:Cost Center Code","tag:Cost center ","tag:HostName","tag:Application team SNow Queue","tag:Application team DL","tag:Environment","tag:Multi-AZ deployement","tag:cost center","tag:PTH IDMD No","tag:Organisation","tag:Environment_Type","tag:Multi AZ deployment","tag:Cost Centre","tag:Snapshot Cleanup","tag:CloudManager","tag:System Description","tag:Application Criticality","tag:Public Accessible","tag:Morpheus Instance Id","tag:Ncode","tag:Allocated storage","tag:OS_Type","tag:IDMD Record","tag:Purpose","tag:Total_Volume_Count","tag:TempShutdown","tag:Environment Tag","tag:IDMD ","tag:Security group","tag:Cluster Name","tag:Instance_ID","tag:Göran Johansson","tag:Database Platform","tag:IDM Request","tag:cpm_policy_name","tag:Tool","tag:Cost_Center","tag:PMO","tag:Project","tag:Morpheus Server Id","tag:Instance Class","tag:Volume_Number","tag:Cost Center","tag:Organization","tag:Application Name","tag:Maintenance window","tag:Email","tag:Creation-Date","tag:Secondary zone - if multi-AZ enabled","tag:Secondary zone - if multi AZ enabled","tag:Requestor Name","tag:Instance class","tag:IDMD No","tag:1scheduler:ec2-startstop","tag:Character set","tag:Expiry Date","tag:InstanceId","tag:Security Patching Group","tag:Security Patching","tag:Hostname","tag:Snapshot_Type","tag:GXP","tag:ASM","tag:Created Date","tag:Morpheus Id","tag:Public accessible","tag:NCode","tag:Subnet group","tag:scheduler:ec2-startstop1","tag:scheduler:ec2-startstop","tag:Development","tag:IDMD","tag:Work Load","tag:Created-Date","tag:description","tag:OSM","tag:Multi-AZ Enabled","tag:Business ower","tag:Subnet Group","tag:Morpheus Tags","tag:Expiry","tag:Created date","tag:workload-type","tag:CreationDate","tag:Cost center","tag:OS","tag:Morpheus Environment","tag:AZ IDM","tag:Cost Code","tag:Parameter group","tag:Service_Type","tag:GxP","tag:AutoStartStop","tag:Status","tag:work-load type","tag:Network","tag:Volume_Type","tag:Applicaton Team DL","tag:DB Instance Class","tag:name","tag:Clarity_Code","tag:Allocated Storage","tag:Project_Name","tag:Project Name","tag:Team Mail ID","tag:Subnets","tag:Multi-AZ Deployment","tag:IDM ID","tag:Security groups","tag:Type","tag:Auto Start/Stop","tag:SR","tag:Backup","tag:Requesting Organization","tag:Organizatoin","tag:Organization Tag","tag:Owner","tag:Maintenace Window","tag:Organization ","tag:Application","tag:Cost code","tag:Volume_ID","tag:Cost Center ","tag:Secirity Groups","tag:cpm_server_id","tag:Version","tag:Parameter Group","tag:Requestor Email","tag:Application Team DL","tag:Application Teams SNOW Queue","tag:WorkingEnvironment","tag:WorkingEnvironmentId","tag:AWS Chargeback N-code","tag:test","tag:cpmsnapshot","tag:elasticbeanstalk:environment-id","tag:elasticbeanstalk:environment-name","tag:USCVAWATLASPD08","tag:Instance ID","tag:Srivdya  Pathasarathy","tag:Decommission","tag:Cost-Center","tag:schedulerec2-startstop","tag:Clarity-Code","tag:Retention_Days","tag:Request","tag:OS Type","tag:Clarity Project ID","tag:AZ Entity","tag:scheduler:ebssnapshot","tag:Bucket Name","tag:Multi-AZ deployment","tag:Costcenter","tag:N Code number for chargebacks","tag:Maintenance Window","tag:IDMD ID","tag:Environmnet","tag:ServiceRequest","tag:Project name","tag:Rotation","tag:screamtest","tag:IDM No","tag:Project code","tag:IMDB No","tag:AZ Business PM","tag:Volume_Id","tag:Multi AZ","tag:Volume for Deletion","tag:Project Number","tag:Request number","tag:CostCenter","tag:NamAZ-US-I&O-Linux-Cloudera-Data-Pre-Prod20-Servere","tag:aws:elasticmapreduce:job-flow-id","tag:aws:elasticmapreduce:instance-group-role","tag:Key Owner","tag:Snapshot_Test","tag:Environment Type","tag:S3 Name","tag:Clarity ID","tag:aws:autoscaling:groupName","tag:Disabled-scheduler:ec2-startstop","tag:Project-Name","tag:Bucket Owner","tag:Retain_Until","tag:Security","tag:Service request","tag: OS","tag:Name-","tag:Group Name"
"EC2 Volume","eu-west-1","vol-e38e1b2c","AZ-EU-I&O-Linux-SAT-Production","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6847","","","","","","","","","","","","","","","","","IRCDLPRSATPRX01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-d3a1b61c","AZ-EU-I&O-Linux-Datahub-Informatica-Dev01","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4315-581011","","","","","","","","","","","","","","","","","IRCDLDVINF01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-8ba1b644","AZ-EU-I&O-Linux-Datahub-Informatica-Dev01","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4315-581011","","","","","","","","","","","","","","","","","IRCDLDVINF01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-46bda589","AZ-EU-I&O-Linux-Infolio-Prod01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6866","","","","","","","","","","","","","","","","","IRCDLPRINFOLIO01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-76bda5b9","AZ-EU-I&O-Linux-Infolio-Prod01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6866","","","","","","","","","","","","","","","","","IRCDLPRINFOLIO01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-415b8a8f","AZ-EU-I&O-Linux-Datahub-Oracle-Qas01","","","","","01/01/2001","","","","","","","","","","PreProd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4315-581011","","","","","","","","","","","","","","","","","IRCDLQAORA01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-8104a04f","AZ-EU-I&O-Windows-2012-Malis-Free Ticket-Prod","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IRCDWPRFT01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-1415b1da","AZ-EU-I&O-Linux-Datahub-Oracle-Qas01","","","","","01/01/2001","","","","","","","","","","PreProd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4315-581011","","","","","","","","","","","","","","","","","IRCDLQAORA01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-a38b2a6d","AZ-EU-I&O-Windows-2012-Malis-Free Ticket-Prod","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IRCDWPRFT01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-08f46ac6","AZ-EU-I&O-Windows-Script-Test-Server","","","","","01/01/2001","","","","","","","","","","Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6807","","","","","","","","","","","","","","","","","IRCDWTSTOOLS01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-39f46af7","AZ-EU-I&O-Windows-Script-Test-Server","","","","","01/01/2001","","","","","","","","","","Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6807","","","","","","","","","","","","","","","","","IRCDWTSTOOLS01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-67533da9","AZ-EU-I&O-Windows-Mobile Reach Server","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614806","","","","","","","","","","","","","","","","","IECDWSNMR01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-02a2cccc","AZ-EU-I&O-Windows-Mobile Reach Server","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614806","","","","","","","","","","","","","","","","","IECDWSNMR01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-8b6d2045","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server02","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWAZESDEV01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-1e6d20d0","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server02","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWAZESDEV01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-1f6d20d1","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server02","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWAZESDEV01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-3b6d20f5","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server02","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWAZESDEV01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-cd6c2103","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server02","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWAZESDEV01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-b86a2776","AZ-EU-I&O-Windows-2012-CHAS SDI-Web Server02","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWAZEWDEV01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-706a27be","AZ-EU-I&O-Windows-2012-CHAS SDI-Web Server02","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWAZEWDEV01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-9224795c","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-9324795d","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-ba247974","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-032479cd","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-132479dd","AZ-EU-I&O-Windows-2012-CHAS SDI-DB Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-685f02a6","AZ-EU-I&O-Windows-2012-CHAS SDI-Web Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD02","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-745f02ba","AZ-EU-I&O-Windows-2012-CHAS SDI-Web Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD02","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-1c5f02d2","AZ-EU-I&O-Windows-2012-CHAS SDI-Web Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD02","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-1d5f02d3","AZ-EU-I&O-Windows-2012-CHAS SDI-Web Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD02","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-3c5f02f2","AZ-EU-I&O-Windows-2012-CHAS SDI-Web Server01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWSQLPRD02","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-0ecce84271d40bf4b","","","","","","01/01/2001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-02046b01f2d9a8699","AZ-IE-I&O-Windows-SCU-Prod-AppDB-01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43216","","","","","","","","","","","","","","","","","IECDWPRSCUAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-023cfb7c57cd85515","AZ-IE-I&O-Windows-SCU-Prod-AppDB-01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43216","","","","","","","","","","","","","","","","","IECDWPRSCUAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","no","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-053d936f996a171d3","AZ-IE-I&O-Windows-SCU-Prod-AppDB-01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43216","","","","","","","","","","","","","","","","","IECDWPRSCUAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-0ec65dbc04952243c","AZ-IE-I&O-Windows-SCU-Prod-AppDB-01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43216","","","","","","","","","","","","","","","","","IECDWPRSCUAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-0d3c333ca852c2b84","AZ-IE-I&O-Windows-SCU-Prod-AppDB-01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43216","","","","","","","","","","","","","","","","","IECDWPRSCUAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","no","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-0b36207407543a940","AZ-IE-I&O-Windows-SCU-Prod-AppDB-01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43216","","","","","","","","","","","","","","","","","IECDWPRSCUAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-00dddfe88a003cf93","AZ-IE-I&O-Windows-SCU-Prod-AppDB-01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43216","","","","","","","","","","","","","","","","","IECDWPRSCUAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-0f210f5917b77993a","AZ-IE-I&O-Windows-SCU-Prod-AppDB-01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43216","","","","","","","","","","","","","","","","","IECDWPRSCUAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-0a3c918a3a9bf3a77","AZ-EU-I&O-Windows-2012-CHAS SDI-Web Server02","","","","","01/01/2001","","","","","","","","","","Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9479","","","","","","","","","","","","","","","","","IECDWAZEWDEV01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-043e07d57b94d64e7","IECDWPRDEAPP01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K3198831","","","","","","","","","","","","","","","","","AZ-IE-I&O-Windows-dECiDE-Prd-App-01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","eu-west-1","vol-026b0ca7e9874aba8","IECDWPRDEAPP01","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K3198831","","","","","","","","","","","","","","","","","AZ-IE-I&O-Windows-dECiDE-Prd-App-01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
