"Resource type","Region","ID","tag:Name","tag:aws:cloudformation:stack-id","tag:aws:cloudformation:logical-id","tag:aws:cloudformation:stack-name","tag:Application owner","tag:Creation Date","tag:cpm backup","tag:Environment ","tag:Business Owner","tag:Create Date","tag:Cost Center Code","tag:Cost center ","tag:HostName","tag:Application team SNow Queue","tag:Application team DL","tag:Environment","tag:Multi-AZ deployement","tag:cost center","tag:PTH IDMD No","tag:Organisation","tag:Environment_Type","tag:Multi AZ deployment","tag:Cost Centre","tag:Snapshot Cleanup","tag:CloudManager","tag:System Description","tag:Application Criticality","tag:Public Accessible","tag:Morpheus Instance Id","tag:Ncode","tag:Allocated storage","tag:OS_Type","tag:IDMD Record","tag:Purpose","tag:Total_Volume_Count","tag:TempShutdown","tag:Environment Tag","tag:IDMD ","tag:Security group","tag:Cluster Name","tag:Instance_ID","tag:Göran Johansson","tag:Database Platform","tag:IDM Request","tag:cpm_policy_name","tag:Tool","tag:Cost_Center","tag:PMO","tag:Project","tag:Morpheus Server Id","tag:Instance Class","tag:Volume_Number","tag:Cost Center","tag:Organization","tag:Application Name","tag:Maintenance window","tag:Email","tag:Creation-Date","tag:Secondary zone - if multi-AZ enabled","tag:Secondary zone - if multi AZ enabled","tag:Requestor Name","tag:Instance class","tag:IDMD No","tag:1scheduler:ec2-startstop","tag:Character set","tag:Expiry Date","tag:InstanceId","tag:Security Patching Group","tag:Security Patching","tag:Hostname","tag:Snapshot_Type","tag:GXP","tag:ASM","tag:Created Date","tag:Morpheus Id","tag:Public accessible","tag:NCode","tag:Subnet group","tag:scheduler:ec2-startstop1","tag:scheduler:ec2-startstop","tag:Development","tag:IDMD","tag:Work Load","tag:Created-Date","tag:description","tag:OSM","tag:Multi-AZ Enabled","tag:Business ower","tag:Subnet Group","tag:Morpheus Tags","tag:Expiry","tag:Created date","tag:workload-type","tag:CreationDate","tag:Cost center","tag:OS","tag:Morpheus Environment","tag:AZ IDM","tag:Cost Code","tag:Parameter group","tag:Service_Type","tag:GxP","tag:AutoStartStop","tag:Status","tag:work-load type","tag:Network","tag:Volume_Type","tag:Applicaton Team DL","tag:DB Instance Class","tag:name","tag:Clarity_Code","tag:Allocated Storage","tag:Project_Name","tag:Project Name","tag:Team Mail ID","tag:Subnets","tag:Multi-AZ Deployment","tag:IDM ID","tag:Security groups","tag:Type","tag:Auto Start/Stop","tag:SR","tag:Backup","tag:Requesting Organization","tag:Organizatoin","tag:Organization Tag","tag:Owner","tag:Maintenace Window","tag:Organization ","tag:Application","tag:Cost code","tag:Volume_ID","tag:Cost Center ","tag:Secirity Groups","tag:cpm_server_id","tag:Version","tag:Parameter Group","tag:Requestor Email","tag:Application Team DL","tag:Application Teams SNOW Queue","tag:WorkingEnvironment","tag:WorkingEnvironmentId","tag:AWS Chargeback N-code","tag:test","tag:cpmsnapshot","tag:elasticbeanstalk:environment-id","tag:elasticbeanstalk:environment-name","tag:USCVAWATLASPD08","tag:Instance ID","tag:Srivdya  Pathasarathy","tag:Decommission","tag:Cost-Center","tag:schedulerec2-startstop","tag:Clarity-Code","tag:Retention_Days","tag:Request","tag:OS Type","tag:Clarity Project ID","tag:AZ Entity","tag:scheduler:ebssnapshot","tag:Bucket Name","tag:Multi-AZ deployment","tag:Costcenter","tag:N Code number for chargebacks","tag:Maintenance Window","tag:IDMD ID","tag:Environmnet","tag:ServiceRequest","tag:Project name","tag:Rotation","tag:screamtest","tag:IDM No","tag:Project code","tag:IMDB No","tag:AZ Business PM","tag:Volume_Id","tag:Multi AZ","tag:Volume for Deletion","tag:Project Number","tag:Request number","tag:CostCenter","tag:NamAZ-US-I&O-Linux-Cloudera-Data-Pre-Prod20-Servere","tag:aws:elasticmapreduce:job-flow-id","tag:aws:elasticmapreduce:instance-group-role","tag:Key Owner","tag:Snapshot_Test","tag:Environment Type","tag:S3 Name","tag:Clarity ID","tag:aws:autoscaling:groupName","tag:Disabled-scheduler:ec2-startstop","tag:Project-Name","tag:Bucket Owner","tag:Retain_Until","tag:Security","tag:Service request","tag: OS","tag:Name-","tag:Group Name"
"EC2 Volume","us-east-1","vol-05e2b61304da7ab51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-005ca4a51e896b955","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0a33f634ee948d26e","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-05def89bb46b9edb1","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-02b15fddec069f935","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","MASTER","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0779bc7fa3c7880e4","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-08d0d700abf6af2a1","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0971d2efdc82b036f","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","MASTER","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-05ef150a92c776d2c","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0cb87cfb72dab6071","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-05f72c9005d345e8a","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0c094c76f561077fd","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0bc06e0b4af674451","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-016fe828b9b522716","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-004a5ba7ee2f68e31","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","MASTER","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-00fcec808fbf4a04f","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-039e1cc2ad8ed5b2a","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-02af3083664b67b2a","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-02a6c05e05a8b6afa","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0a6d5701d81327190","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-03060ab2d92ac9bcb","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0cafb9f3cbe3b263c","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","MASTER","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-020a77e3e2032abd1","AZ US IO Linux LookingGlass Consume EMR PRD01","","","","","04/11/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-15W2HFSRV6E0V","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-07b12a0accdfbcce3","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0127e7695a8187aa3","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0a2b47b0ba58a39c1","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0a1d40acf6ec1baa3","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-020bded3b7a138f39","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-02f5957a93f42dce4","AZ US IO Linux LookingGlass Ingest EMR PRD01","","","","","03/04/2018","","","","","","","","","","PRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial","","","","","","","","","IDMD0004854","","","","","","","USCVLLGEMPRD01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","j-55BV0X84633R","CORE","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-06ac41013614823da","AZ-US-I&O-Linux-LookingGlass-Test","","","","","27/04/2018","","","","","","","","","","Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614262","Commercial IT","","","","","","","","","IDMD0004854","","","","","","","USCVLLGETEST02","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-010e75d79a1d7a026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-00468b5af8672483b","AZ-US-I&O-Windows-Test-APP01","","","","","04/06/2018","","","","","","","","","","Test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6807","I&O","","","","","","","","","Test","","","","","","","USVCWTESTAPP01","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0725151cc4a6b53f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0adecae76f46e16cb","AZ-US-I&O-Linux-RF Monitoring-APP-Prod-Server","","","","","06/10/2018","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614952","","","","","","","","","","","","","","","","","USCVLRFMPRAP01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-0249509ffe8003650","AZ-US-I&O-Linux-RF Monitoring-DB-Prod-Server","","","","","06/10/2018","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614952","","","","","","","","","","","","","","","","","USCVLRFMPRDB01","","","","","","","","","","","","","","","","","","","","","","","","","","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-734d2a65","AZ-US-I&O-CheckPoint-Management-Server02","","","","","01/01/2001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6847","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-d88d5138","AZ-US-I&O-Windows-Brazil Web App-Prod","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4101","","","","","","","","","","","","","","","","","USCVWPPAPPBR67","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-d98d5139","AZ-US-I&O-Windows-Brazil Web App-Prod","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4101","","","","","","","","","","","","","","","","","USCVWPPAPPBR67","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-288458c8","AZ-US-I&O-Windows-Brazil Web DB-Prod","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4101","","","","","","","","","","","","","","","","","USCVWPRDBBR101","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC2 Volume","us-east-1","vol-eb85590b","AZ-US-I&O-Windows-Brazil Web DB-Prod","","","","","01/01/2001","","","","","","","","","","Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4101","","","","","","","","","","","","","","","","","USCVWPRDBBR101","","","","","","","","","","","","","","","","","","","","","","","","","","Windows","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
